seed,task,split,episode,mu,compliance,curvature,fragility,texture,occlusion,noise,lag,texture_alias,slip_probability,slip_event,lead_time
0,smooth_low_friction_pick,nominal_precontact,30,0.428013,0.290694,0.246689,0.320231,0.203502,0.000000,0.000000,0.000000,0.001589,0.498250,1,0.802430
0,smooth_low_friction_pick,nominal_precontact,31,0.391168,0.157368,0.233268,0.354978,0.086380,0.000000,0.038821,0.000000,0.026784,0.656149,0,0.741111
0,smooth_low_friction_pick,low_friction_shift,0,0.185939,0.305017,0.219154,0.227426,0.201749,0.025926,0.031667,0.018411,0.012120,0.853080,1,0.733744
0,smooth_low_friction_pick,low_friction_shift,1,0.185380,0.322813,0.300199,0.327178,0.136156,0.040290,0.044402,0.041350,0.010401,0.585439,1,0.751944
0,smooth_low_friction_pick,low_friction_shift,2,0.167559,0.261664,0.224314,0.279279,0.206946,0.051726,0.053894,0.070051,0.000000,0.730945,1,0.673998
0,smooth_low_friction_pick,low_friction_shift,3,0.163143,0.270388,0.230800,0.336755,0.257959,0.038694,0.009671,0.027962,0.005852,0.824166,0,0.669299
0,smooth_low_friction_pick,low_friction_shift,4,0.113544,0.208200,0.231418,0.259874,0.197259,0.043889,0.033941,0.039646,0.000000,0.765676,1,0.675282
0,smooth_low_friction_pick,low_friction_shift,5,0.178410,0.188684,0.235422,0.348686,0.177081,0.052255,0.049029,0.029615,0.000000,0.576790,1,0.807333
0,smooth_low_friction_pick,low_friction_shift,6,0.242947,0.209563,0.285702,0.289578,0.170278,0.017693,0.030005,0.039772,0.039630,0.735308,1,0.739477
0,smooth_low_friction_pick,low_friction_shift,7,0.219995,0.215788,0.188164,0.220599,0.203354,0.033572,0.091086,0.013102,0.023472,0.675792,0,0.766802
0,smooth_low_friction_pick,low_friction_shift,8,0.151514,0.207071,0.258048,0.257840,0.208952,0.043413,0.028043,0.053938,0.000000,0.647266,0,0.744394
0,smooth_low_friction_pick,low_friction_shift,9,0.200507,0.248083,0.242340,0.284547,0.166969,0.077875,0.017446,0.014172,0.005428,0.677554,1,0.605634
0,smooth_low_friction_pick,low_friction_shift,10,0.161208,0.209319,0.282714,0.285941,0.228799,0.023216,0.017880,0.069347,0.020942,0.759828,1,0.710906
0,smooth_low_friction_pick,low_friction_shift,11,0.206133,0.180842,0.186469,0.308057,0.176473,0.031963,0.013441,0.045733,0.032741,0.607112,1,0.735279
0,smooth_low_friction_pick,low_friction_shift,12,0.182001,0.221469,0.253660,0.267287,0.168567,0.056815,0.038578,0.037907,0.039085,0.706611,1,0.704918
0,smooth_low_friction_pick,low_friction_shift,13,0.255848,0.241359,0.200441,0.202202,0.238877,0.066305,0.044083,0.036852,0.037974,0.651123,1,0.714739
0,smooth_low_friction_pick,low_friction_shift,14,0.191784,0.236350,0.315161,0.320510,0.312799,0.025665,0.048423,0.054777,0.040189,0.709842,0,0.724541
0,smooth_low_friction_pick,low_friction_shift,15,0.196442,0.270899,0.195241,0.197731,0.269710,0.046818,0.000000,0.048224,0.028711,0.766809,0,0.614623
0,smooth_low_friction_pick,low_friction_shift,16,0.123999,0.167912,0.267386,0.340984,0.219451,0.000000,0.017738,0.043103,0.045970,0.782477,0,0.713430
0,smooth_low_friction_pick,low_friction_shift,17,0.231005,0.257196,0.230075,0.278391,0.170352,0.089631,0.028698,0.036473,0.011797,0.577567,1,0.624888
0,smooth_low_friction_pick,low_friction_shift,18,0.271241,0.202250,0.199939,0.285353,0.201616,0.018546,0.025122,0.066951,0.011519,0.558387,1,0.716410
0,smooth_low_friction_pick,low_friction_shift,19,0.178922,0.251976,0.284518,0.303046,0.161865,0.068231,0.044269,0.039840,0.010011,0.777948,0,0.786426
0,smooth_low_friction_pick,low_friction_shift,20,0.126146,0.214302,0.205511,0.277314,0.153528,0.045821,0.031271,0.059716,0.055883,0.760549,1,0.785584
0,smooth_low_friction_pick,low_friction_shift,21,0.134690,0.208818,0.318450,0.378774,0.215659,0.025998,0.058733,0.016964,0.000000,0.667678,0,0.783628
0,smooth_low_friction_pick,low_friction_shift,22,0.094112,0.243721,0.256568,0.340161,0.239072,0.037605,0.026671,0.022585,0.050993,0.767736,1,0.528910
0,smooth_low_friction_pick,low_friction_shift,23,0.256759,0.282859,0.243040,0.265854,0.280910,0.017847,0.000000,0.040079,0.005308,0.732876,0,0.785865
0,smooth_low_friction_pick,low_friction_shift,24,0.229173,0.170489,0.202524,0.296442,0.233010,0.000000,0.044430,0.046955,0.043719,0.417775,0,0.679206
0,smooth_low_friction_pick,low_friction_shift,25,0.167655,0.280422,0.261817,0.317696,0.222975,0.066542,0.024918,0.050152,0.020237,0.723600,0,0.731277
0,smooth_low_friction_pick,low_friction_shift,26,0.096388,0.125381,0.253796,0.241040,0.125129,0.012398,0.018638,0.046785,0.000000,0.684785,1,0.720314
0,smooth_low_friction_pick,low_friction_shift,27,0.160158,0.173492,0.211017,0.288936,0.143236,0.049553,0.040022,0.052218,0.044587,0.798766,1,0.609545
0,smooth_low_friction_pick,low_friction_shift,28,0.203068,0.261785,0.261310,0.292974,0.194487,0.047105,0.000000,0.048903,0.016007,0.626566,0,0.769089
0,smooth_low_friction_pick,low_friction_shift,29,0.224749,0.299501,0.307414,0.280443,0.144090,0.034137,0.058914,0.023182,0.000000,0.750947,0,0.726749
0,smooth_low_friction_pick,low_friction_shift,30,0.188862,0.322283,0.246610,0.150364,0.174535,0.032402,0.013289,0.051596,0.069997,0.712716,0,0.711113
0,smooth_low_friction_pick,low_friction_shift,31,0.165874,0.239568,0.227155,0.213309,0.224988,0.053826,0.030305,0.022961,0.010410,0.592758,1,0.838327
0,smooth_low_friction_pick,compliance_shift,0,0.355264,0.410742,0.243199,0.307036,0.293732,0.069722,0.036153,0.025220,0.064569,0.607331,1,0.772455
0,smooth_low_friction_pick,compliance_shift,1,0.342719,0.346953,0.302069,0.262016,0.110619,0.064158,0.050387,0.051212,0.033587,0.664682,1,0.609184
0,smooth_low_friction_pick,compliance_shift,2,0.265456,0.432604,0.252069,0.313793,0.165965,0.035049,0.026140,0.049311,0.050325,0.727266,1,0.621966
0,smooth_low_friction_pick,compliance_shift,3,0.263765,0.367889,0.207410,0.308908,0.193118,0.031174,0.017331,0.088396,0.045143,0.581074,0,0.572112
0,smooth_low_friction_pick,compliance_shift,4,0.284882,0.428834,0.184511,0.196306,0.172583,0.064207,0.037397,0.046589,0.054149,0.612941,1,0.663561
0,smooth_low_friction_pick,compliance_shift,5,0.244698,0.441756,0.276117,0.256738,0.202207,0.031970,0.046795,0.040724,0.056581,0.628715,1,0.783025
0,smooth_low_friction_pick,compliance_shift,6,0.199441,0.373571,0.287919,0.265314,0.225845,0.035523,0.000000,0.068421,0.036157,0.768249,1,0.675503
0,smooth_low_friction_pick,compliance_shift,7,0.305259,0.439003,0.208498,0.326120,0.136711,0.011046,0.044991,0.085610,0.015139,0.586523,0,0.744467
0,smooth_low_friction_pick,compliance_shift,8,0.296738,0.431607,0.265458,0.326259,0.113138,0.071950,0.023461,0.071515,0.057404,0.765516,0,0.807369
0,smooth_low_friction_pick,compliance_shift,9,0.284496,0.458281,0.266327,0.244355,0.234309,0.014907,0.035945,0.068771,0.032247,0.613628,0,0.678324
0,smooth_low_friction_pick,compliance_shift,10,0.333440,0.497384,0.270028,0.222909,0.236771,0.064953,0.001392,0.081635,0.089410,0.782568,0,0.678002
0,smooth_low_friction_pick,compliance_shift,11,0.224310,0.339024,0.271119,0.282723,0.236743,0.039001,0.018717,0.043626,0.034427,0.677001,1,0.804555
0,smooth_low_friction_pick,compliance_shift,12,0.230293,0.379178,0.251493,0.336538,0.212895,0.053920,0.034055,0.049850,0.065097,0.826027,1,0.735987
0,smooth_low_friction_pick,compliance_shift,13,0.258939,0.481505,0.297421,0.273925,0.158415,0.030804,0.023695,0.002928,0.055146,0.757675,1,0.776588
0,smooth_low_friction_pick,compliance_shift,14,0.244602,0.489584,0.236302,0.305701,0.204600,0.004851,0.045489,0.040195,0.021982,0.764199,0,0.746088
0,smooth_low_friction_pick,compliance_shift,15,0.166614,0.400044,0.223150,0.293245,0.152001,0.053792,0.100429,0.042306,0.065486,0.750097,1,0.703049
0,smooth_low_friction_pick,compliance_shift,16,0.250445,0.513182,0.210653,0.316744,0.104219,0.045483,0.068047,0.048762,0.091957,0.646451,1,0.629813
0,smooth_low_friction_pick,compliance_shift,17,0.295549,0.439259,0.251755,0.276309,0.262879,0.074252,0.036536,0.060028,0.069909,0.648410,1,0.742255
0,smooth_low_friction_pick,compliance_shift,18,0.253149,0.498404,0.239648,0.266231,0.205390,0.061702,0.056683,0.051087,0.061994,0.752819,1,0.638298
0,smooth_low_friction_pick,compliance_shift,19,0.258757,0.491835,0.237729,0.355728,0.117368,0.097166,0.064417,0.048820,0.050904,0.782970,0,0.603464
0,smooth_low_friction_pick,compliance_shift,20,0.298375,0.418154,0.201296,0.320468,0.136967,0.041452,0.035162,0.050505,0.024918,0.726432,1,0.805556
0,smooth_low_friction_pick,compliance_shift,21,0.285314,0.442044,0.270369,0.226803,0.208994,0.071795,0.066306,0.061340,0.052725,0.645312,1,0.723104
0,smooth_low_friction_pick,compliance_shift,22,0.268484,0.409133,0.249693,0.268552,0.192136,0.016017,0.012328,0.052271,0.014909,0.751845,1,0.670143
0,smooth_low_friction_pick,compliance_shift,23,0.340814,0.430601,0.296115,0.284937,0.223483,0.082230,0.056093,0.059465,0.000000,0.590064,1,0.735078
0,smooth_low_friction_pick,compliance_shift,24,0.212155,0.409836,0.223687,0.303549,0.230913,0.052626,0.068039,0.061301,0.043111,0.767347,1,0.657490
0,smooth_low_friction_pick,compliance_shift,25,0.249299,0.388994,0.299536,0.205106,0.119321,0.056633,0.034939,0.037490,0.000000,0.745648,1,0.793145
0,smooth_low_friction_pick,compliance_shift,26,0.304833,0.458748,0.276186,0.242043,0.216307,0.059301,0.044671,0.075366,0.002635,0.652791,0,0.705532
0,smooth_low_friction_pick,compliance_shift,27,0.207681,0.469893,0.264794,0.296687,0.098776,0.087311,0.044244,0.073509,0.053839,0.803651,0,0.719205
0,smooth_low_friction_pick,compliance_shift,28,0.332045,0.480521,0.227943,0.268030,0.220041,0.034305,0.021877,0.052971,0.051669,0.695022,0,0.831232
0,smooth_low_friction_pick,compliance_shift,29,0.245444,0.469573,0.221845,0.298543,0.240601,0.039060,0.000000,0.067482,0.055364,0.682101,1,0.792643
0,smooth_low_friction_pick,compliance_shift,30,0.235252,0.439891,0.224503,0.281638,0.197469,0.032821,0.031554,0.108790,0.031913,0.683382,0,0.738756
0,smooth_low_friction_pick,compliance_shift,31,0.292231,0.388302,0.183966,0.276516,0.225435,0.057209,0.007491,0.062701,0.041876,0.589781,1,0.737078
0,smooth_low_friction_pick,sensor_noise_shift,0,0.213960,0.302682,0.199665,0.326798,0.212883,0.180825,0.237899,0.072395,0.066206,0.633589,1,0.626936
0,smooth_low_friction_pick,sensor_noise_shift,1,0.188600,0.202306,0.222473,0.291849,0.194374,0.165516,0.214802,0.077424,0.005526,0.728517,0,0.609838
0,smooth_low_friction_pick,sensor_noise_shift,2,0.156131,0.205959,0.229178,0.222219,0.157997,0.227381,0.219879,0.084425,0.144348,0.760505,1,0.578254
0,smooth_low_friction_pick,sensor_noise_shift,3,0.186798,0.176107,0.283301,0.324907,0.159021,0.168243,0.224686,0.102498,0.069188,0.823028,1,0.489678
0,smooth_low_friction_pick,sensor_noise_shift,4,0.203586,0.317520,0.188200,0.327439,0.152901,0.157120,0.214009,0.079693,0.093046,0.660932,0,0.681426
0,smooth_low_friction_pick,sensor_noise_shift,5,0.278126,0.249139,0.262961,0.269839,0.200288,0.204136,0.234493,0.063568,0.065031,0.868164,1,0.553526
0,smooth_low_friction_pick,sensor_noise_shift,6,0.257348,0.210211,0.214938,0.303559,0.242623,0.172370,0.230716,0.054383,0.083271,0.658159,1,0.699871
0,smooth_low_friction_pick,sensor_noise_shift,7,0.279945,0.245996,0.269423,0.303739,0.208636,0.194306,0.225353,0.055681,0.059734,0.639893,1,0.688600
0,smooth_low_friction_pick,sensor_noise_shift,8,0.248815,0.304710,0.217111,0.236594,0.181365,0.143832,0.211552,0.074672,0.070803,0.734681,1,0.684889
0,smooth_low_friction_pick,sensor_noise_shift,9,0.171972,0.221650,0.268403,0.194096,0.132225,0.208237,0.220465,0.091856,0.080631,0.674058,1,0.601291
0,smooth_low_friction_pick,sensor_noise_shift,10,0.263097,0.285284,0.273964,0.340543,0.264497,0.187974,0.223448,0.081301,0.082268,0.727232,1,0.624239
0,smooth_low_friction_pick,sensor_noise_shift,11,0.271314,0.363518,0.255776,0.295533,0.146713,0.150374,0.210343,0.051925,0.089100,0.728706,0,0.704517
0,smooth_low_friction_pick,sensor_noise_shift,12,0.249804,0.267045,0.271246,0.250082,0.176687,0.204195,0.201154,0.052072,0.045402,0.605179,1,0.654665
0,smooth_low_friction_pick,sensor_noise_shift,13,0.223102,0.233424,0.210231,0.278737,0.174289,0.217204,0.214711,0.085998,0.084454,0.638047,1,0.598439
0,smooth_low_friction_pick,sensor_noise_shift,14,0.231455,0.250540,0.184824,0.215214,0.213204,0.229817,0.192184,0.088059,0.091011,0.592585,0,0.563935
0,smooth_low_friction_pick,sensor_noise_shift,15,0.194427,0.245049,0.230774,0.277079,0.113388,0.190712,0.242884,0.067374,0.100629,0.805134,1,0.645286
0,smooth_low_friction_pick,sensor_noise_shift,16,0.265611,0.237058,0.282191,0.339029,0.175798,0.175730,0.219672,0.115320,0.077389,0.839696,1,0.606142
0,smooth_low_friction_pick,sensor_noise_shift,17,0.314010,0.274305,0.222770,0.218962,0.198264,0.195344,0.185379,0.079571,0.136592,0.673387,1,0.641297
0,smooth_low_friction_pick,sensor_noise_shift,18,0.218606,0.290253,0.332832,0.271574,0.115647,0.166883,0.182542,0.087074,0.101445,0.759381,1,0.694953
0,smooth_low_friction_pick,sensor_noise_shift,19,0.220524,0.246115,0.214635,0.307128,0.062052,0.170563,0.235761,0.065303,0.093407,0.669208,0,0.696235
0,smooth_low_friction_pick,sensor_noise_shift,20,0.353667,0.257928,0.290942,0.291412,0.073379,0.166172,0.196276,0.104788,0.031806,0.596602,0,0.671302
0,smooth_low_friction_pick,sensor_noise_shift,21,0.298525,0.216036,0.257287,0.258986,0.276078,0.181241,0.207361,0.103796,0.057014,0.696377,0,0.718953
0,smooth_low_friction_pick,sensor_noise_shift,22,0.222731,0.315195,0.234664,0.264040,0.181858,0.210859,0.238492,0.089148,0.077065,0.784565,1,0.522858
0,smooth_low_friction_pick,sensor_noise_shift,23,0.229672,0.209099,0.229833,0.314941,0.219144,0.178707,0.209496,0.060122,0.071206,0.604392,1,0.643945
0,smooth_low_friction_pick,sensor_noise_shift,24,0.224907,0.252032,0.244182,0.318834,0.157707,0.166273,0.226833,0.113224,0.101162,0.769206,1,0.679873
0,smooth_low_friction_pick,sensor_noise_shift,25,0.244524,0.217905,0.226905,0.293988,0.208880,0.197710,0.205641,0.056429,0.076544,0.823550,1,0.627201
0,smooth_low_friction_pick,sensor_noise_shift,26,0.238291,0.212480,0.210616,0.263535,0.210514,0.182196,0.204050,0.070543,0.084999,0.680113,0,0.629730
0,smooth_low_friction_pick,sensor_noise_shift,27,0.274498,0.249063,0.294283,0.265741,0.176801,0.168605,0.202196,0.102283,0.068154,0.819700,1,0.562091
0,smooth_low_friction_pick,sensor_noise_shift,28,0.176730,0.334049,0.272885,0.267239,0.152428,0.179441,0.203899,0.110220,0.113298,0.763440,1,0.585394
0,smooth_low_friction_pick,sensor_noise_shift,29,0.330872,0.239044,0.272793,0.237448,0.190982,0.157581,0.197574,0.128871,0.060796,0.790535,0,0.707542
0,smooth_low_friction_pick,sensor_noise_shift,30,0.162464,0.261755,0.254617,0.261859,0.177336,0.165269,0.201157,0.081227,0.074116,0.767134,0,0.638301
0,smooth_low_friction_pick,sensor_noise_shift,31,0.164609,0.246001,0.256877,0.234925,0.172132,0.160186,0.213990,0.077731,0.075039,0.621789,1,0.714826
0,smooth_low_friction_pick,latency_shift,0,0.150641,0.164400,0.239683,0.283813,0.144714,0.061615,0.034197,0.286411,0.013306,0.751659,1,0.533756
0,smooth_low_friction_pick,latency_shift,1,0.245387,0.320061,0.201271,0.283423,0.234385,0.080414,0.086418,0.246978,0.104792,0.726955,0,0.582726
0,smooth_low_friction_pick,latency_shift,2,0.210438,0.313088,0.307885,0.348515,0.180971,0.055683,0.055046,0.264371,0.079291,0.646654,0,0.657932
0,smooth_low_friction_pick,latency_shift,3,0.252024,0.244507,0.251009,0.297712,0.285841,0.049536,0.057602,0.257110,0.023542,0.623407,0,0.606444
0,smooth_low_friction_pick,latency_shift,4,0.254273,0.182283,0.256621,0.293637,0.265799,0.057033,0.037685,0.263252,0.063324,0.576540,1,0.777726
0,smooth_low_friction_pick,latency_shift,5,0.224619,0.215478,0.180066,0.326877,0.175207,0.081690,0.082810,0.260088,0.051304,0.585324,1,0.576412
0,smooth_low_friction_pick,latency_shift,6,0.230789,0.287048,0.205062,0.273230,0.192042,0.111011,0.050947,0.261851,0.030836,0.746005,1,0.720915
0,smooth_low_friction_pick,latency_shift,7,0.245801,0.285867,0.249992,0.219624,0.213117,0.088203,0.149304,0.280323,0.052128,0.687028,0,0.612614
0,smooth_low_friction_pick,latency_shift,8,0.266089,0.227460,0.273794,0.274231,0.172556,0.088477,0.061785,0.234455,0.034567,0.576879,1,0.633999
0,smooth_low_friction_pick,latency_shift,9,0.237310,0.225008,0.253977,0.276897,0.165807,0.049529,0.047174,0.287539,0.076993,0.500564,0,0.605946
0,smooth_low_friction_pick,latency_shift,10,0.227875,0.227349,0.257852,0.264107,0.138789,0.106807,0.088616,0.248445,0.036674,0.811439,0,0.711185
0,smooth_low_friction_pick,latency_shift,11,0.158674,0.291059,0.308962,0.269919,0.146797,0.105187,0.075426,0.272137,0.064541,0.665600,0,0.567281
0,smooth_low_friction_pick,latency_shift,12,0.245231,0.288608,0.299388,0.248884,0.245670,0.080049,0.019220,0.267425,0.079380,0.747655,1,0.542784
0,smooth_low_friction_pick,latency_shift,13,0.091841,0.292633,0.265500,0.312769,0.199084,0.065298,0.028978,0.250480,0.069797,0.844938,1,0.702793
0,smooth_low_friction_pick,latency_shift,14,0.297792,0.332340,0.251154,0.275264,0.240944,0.089238,0.098553,0.236895,0.072444,0.714645,0,0.563173
0,smooth_low_friction_pick,latency_shift,15,0.149659,0.236292,0.213034,0.280269,0.196217,0.081681,0.108177,0.247083,0.085166,0.708815,1,0.556864
0,smooth_low_friction_pick,latency_shift,16,0.267521,0.245247,0.299802,0.338417,0.281849,0.094404,0.065724,0.233172,0.053927,0.643238,1,0.576246
0,smooth_low_friction_pick,latency_shift,17,0.259006,0.272973,0.318880,0.260241,0.147357,0.073153,0.055188,0.269483,0.051541,0.775343,0,0.539068
0,smooth_low_friction_pick,latency_shift,18,0.236471,0.266136,0.251189,0.224651,0.286456,0.084954,0.061711,0.294987,0.073708,0.857127,1,0.752345
0,smooth_low_friction_pick,latency_shift,19,0.141738,0.225441,0.237429,0.287497,0.170937,0.109453,0.091743,0.260311,0.034731,0.769516,1,0.504345
0,smooth_low_friction_pick,latency_shift,20,0.264421,0.283832,0.293326,0.310500,0.105893,0.049835,0.036701,0.232651,0.058207,0.809043,1,0.625603
0,smooth_low_friction_pick,latency_shift,21,0.199620,0.240816,0.228020,0.235329,0.250995,0.090649,0.040616,0.254384,0.069239,0.724777,1,0.676984
0,smooth_low_friction_pick,latency_shift,22,0.277767,0.278198,0.278498,0.268734,0.164604,0.081304,0.056814,0.265405,0.080796,0.713033,0,0.526483
0,smooth_low_friction_pick,latency_shift,23,0.293442,0.237297,0.213693,0.344363,0.159164,0.053940,0.043604,0.292172,0.047356,0.554098,1,0.663220
0,smooth_low_friction_pick,latency_shift,24,0.241919,0.215880,0.176842,0.278812,0.092614,0.090174,0.056132,0.253060,0.053188,0.542586,0,0.593415
0,smooth_low_friction_pick,latency_shift,25,0.218877,0.285719,0.202374,0.298593,0.126708,0.085762,0.083229,0.233565,0.110364,0.830574,1,0.681662
0,smooth_low_friction_pick,latency_shift,26,0.251867,0.250214,0.277240,0.311903,0.160177,0.099628,0.096222,0.253301,0.071801,0.575206,0,0.736044
0,smooth_low_friction_pick,latency_shift,27,0.241836,0.236379,0.282570,0.183323,0.172991,0.058716,0.064361,0.291554,0.043675,0.645564,0,0.722492
0,smooth_low_friction_pick,latency_shift,28,0.334456,0.255864,0.243653,0.297429,0.168809,0.074656,0.077099,0.260239,0.091891,0.646564,1,0.681937
0,smooth_low_friction_pick,latency_shift,29,0.225722,0.261927,0.268888,0.285650,0.088480,0.063691,0.047263,0.280316,0.074478,0.610892,1,0.610216
0,smooth_low_friction_pick,latency_shift,30,0.183433,0.281301,0.207806,0.252379,0.207007,0.066126,0.074092,0.263035,0.054927,0.667378,1,0.601905
0,smooth_low_friction_pick,latency_shift,31,0.203834,0.246436,0.239732,0.273464,0.224531,0.096173,0.075363,0.274112,0.065098,0.768463,1,0.637562
0,smooth_low_friction_pick,texture_alias_shift,0,0.256081,0.313647,0.223149,0.290588,0.128206,0.101188,0.131013,0.085304,0.278828,0.719484,1,0.699298
0,smooth_low_friction_pick,texture_alias_shift,1,0.171018,0.361783,0.232546,0.308279,0.020000,0.110924,0.058184,0.048279,0.249290,0.650987,1,0.697515
0,smooth_low_friction_pick,texture_alias_shift,2,0.210897,0.352714,0.250512,0.312205,0.068500,0.136066,0.077458,0.057270,0.320202,0.755832,1,0.621096
0,smooth_low_friction_pick,texture_alias_shift,3,0.250636,0.335147,0.272366,0.272947,0.147548,0.118702,0.074765,0.071754,0.304110,0.829079,1,0.563944
0,smooth_low_friction_pick,texture_alias_shift,4,0.212924,0.298265,0.286584,0.244303,0.035198,0.103006,0.066114,0.093713,0.283726,0.728814,0,0.567395
0,smooth_low_friction_pick,texture_alias_shift,5,0.215330,0.305665,0.252372,0.227559,0.095598,0.102808,0.094219,0.107976,0.299967,0.717128,1,0.678005
0,smooth_low_friction_pick,texture_alias_shift,6,0.195210,0.297039,0.293281,0.229952,0.236718,0.137639,0.082431,0.102891,0.252694,0.599818,1,0.644715
0,smooth_low_friction_pick,texture_alias_shift,7,0.208981,0.389117,0.230918,0.265943,0.126242,0.142519,0.098579,0.080546,0.284159,0.721130,0,0.683513
0,smooth_low_friction_pick,texture_alias_shift,8,0.250072,0.275670,0.271165,0.256832,0.130616,0.141432,0.096901,0.082324,0.259858,0.772100,1,0.708731
0,smooth_low_friction_pick,texture_alias_shift,9,0.221753,0.335765,0.256710,0.193938,0.192781,0.100503,0.078990,0.095219,0.260799,0.722414,1,0.620056
0,smooth_low_friction_pick,texture_alias_shift,10,0.206037,0.301338,0.219329,0.277464,0.128965,0.111496,0.113894,0.067609,0.270613,0.690757,1,0.674438
